src_network_event_id,employee_src_id,src_account_id,system_code,event_dttm,destination_type,destination_name,traffic_mb,connection_count,blocked_flag,vpn_used_flag,source_system,load_dttm,batch_id
NET-0013520,E02252,ACC-0007283,VPN,2024-12-09 05:53:15,INTERNAL,corp.local,674.8539,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013521,E02253,ACC-0007285,AD,2024-05-18 09:44:20,EXTERNAL,github.com,405.3436,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013522,E02253,ACC-0007286,MAIL,2024-10-22 20:44:24,EXTERNAL,drive.google.com,348.0627,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013523,E02253,ACC-0007287,VPN,2024-08-29 02:42:49,EXTERNAL,dropbox.com,106.8678,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013524,E02254,ACC-0007288,AD,2024-10-11 13:43:14,EXTERNAL,drive.google.com,264.773,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013525,E02254,ACC-0007289,MAIL,2024-11-15 02:36:38,EXTERNAL,drive.google.com,144.5538,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013526,E02254,ACC-0007289,MAIL,2024-02-12 01:25:26,INTERNAL,corp.local,237.3532,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013527,E02254,ACC-0007290,VPN,2024-12-07 23:43:10,EXTERNAL,telegram.org,321.8261,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013528,E02254,ACC-0007290,VPN,2024-07-01 16:41:51,INTERNAL,corp.local,519.2083,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013529,E02254,ACC-0007290,VPN,2024-02-24 01:17:45,EXTERNAL,drive.google.com,535.3265,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013530,E02255,ACC-0007293,AD,2024-03-15 01:26:14,EXTERNAL,github.com,428.3598,1,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013531,E02255,ACC-0007294,MAIL,2024-09-30 19:20:06,INTERNAL,corp.local,289.9399,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013532,E02255,ACC-0007294,MAIL,2024-02-06 18:31:10,EXTERNAL,drive.google.com,169.7553,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013533,E02255,ACC-0007294,MAIL,2024-10-10 14:51:09,EXTERNAL,telegram.org,422.2292,5,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013534,E02255,ACC-0007294,MAIL,2024-01-03 15:48:20,EXTERNAL,github.com,738.5575,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013535,E02255,ACC-0007295,VPN,2024-06-28 06:46:05,EXTERNAL,drive.google.com,222.6997,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013536,E02256,ACC-0007297,AD,2024-05-17 21:25:25,EXTERNAL,telegram.org,232.1509,20,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013537,E02256,ACC-0007297,AD,2024-11-10 03:27:43,EXTERNAL,dropbox.com,642.8678,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013538,E02256,ACC-0007298,MAIL,2024-06-29 01:55:32,EXTERNAL,drive.google.com,170.1174,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013539,E02256,ACC-0007298,MAIL,2024-06-30 03:48:05,INTERNAL,intranet.local,117.5172,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013540,E02256,ACC-0007298,MAIL,2024-03-24 10:55:08,EXTERNAL,github.com,801.2663,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013541,E02256,ACC-0007299,VPN,2024-06-26 11:27:34,EXTERNAL,drive.google.com,239.2422,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013542,E02257,ACC-0007301,AD,2024-03-17 13:10:20,INTERNAL,intranet.local,406.9777,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013543,E02257,ACC-0007301,AD,2024-12-22 05:24:35,INTERNAL,intranet.local,150.0702,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013544,E02257,ACC-0007301,AD,2024-02-19 17:42:32,INTERNAL,corp.local,468.9235,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013545,E02257,ACC-0007302,MAIL,2024-07-26 22:42:37,EXTERNAL,telegram.org,812.2415,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013546,E02257,ACC-0007302,MAIL,2024-12-03 20:58:20,EXTERNAL,dropbox.com,139.0681,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013547,E02258,ACC-0007304,AD,2024-12-15 22:49:21,EXTERNAL,github.com,773.3858,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013548,E02258,ACC-0007304,AD,2024-06-13 22:45:04,EXTERNAL,drive.google.com,484.1044,10,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013549,E02258,ACC-0007304,AD,2024-12-29 14:55:05,EXTERNAL,drive.google.com,765.8821,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013550,E02258,ACC-0007305,MAIL,2024-03-02 00:52:03,EXTERNAL,dropbox.com,26.0156,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013551,E02258,ACC-0007305,MAIL,2024-03-03 17:30:46,INTERNAL,intranet.local,590.1862,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013552,E02258,ACC-0007305,MAIL,2024-05-18 12:39:54,EXTERNAL,drive.google.com,36.5314,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013553,E02258,ACC-0007305,MAIL,2024-04-04 19:58:02,EXTERNAL,github.com,398.5937,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013554,E02258,ACC-0007306,VPN,2024-04-27 08:06:19,EXTERNAL,github.com,312.5901,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013555,E02258,ACC-0007306,VPN,2024-10-13 07:33:50,EXTERNAL,telegram.org,279.1992,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013556,E02258,ACC-0007306,VPN,2024-02-25 19:31:24,EXTERNAL,dropbox.com,478.541,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013557,E02258,ACC-0007306,VPN,2024-02-18 11:01:17,INTERNAL,corp.local,471.3093,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013558,E02259,ACC-0007307,AD,2024-02-23 05:13:28,INTERNAL,intranet.local,466.0825,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013559,E02259,ACC-0007307,AD,2024-10-20 04:23:01,EXTERNAL,drive.google.com,54.928,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013560,E02259,ACC-0007307,AD,2024-11-17 12:55:34,EXTERNAL,telegram.org,840.2694,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013561,E02259,ACC-0007307,AD,2024-09-11 15:33:47,INTERNAL,intranet.local,10.5192,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013562,E02260,ACC-0007308,AD,2024-11-30 00:48:15,INTERNAL,intranet.local,351.4152,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013563,E02260,ACC-0007309,MAIL,2024-03-05 22:16:20,INTERNAL,corp.local,636.649,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013564,E02260,ACC-0007310,VPN,2024-10-01 21:43:42,INTERNAL,intranet.local,360.557,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013565,E02260,ACC-0007310,VPN,2024-10-21 21:01:49,EXTERNAL,telegram.org,795.9136,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013566,E02260,ACC-0007310,VPN,2024-12-01 12:32:40,EXTERNAL,dropbox.com,545.5059,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013567,E02261,ACC-0007311,AD,2024-04-24 12:57:17,INTERNAL,corp.local,373.4354,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013568,E02261,ACC-0007311,AD,2024-10-29 19:31:30,INTERNAL,corp.local,616.7506,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013569,E02261,ACC-0007312,MAIL,2024-05-22 09:05:22,EXTERNAL,github.com,771.4809,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013570,E02261,ACC-0007312,MAIL,2024-08-01 06:04:06,EXTERNAL,drive.google.com,570.7769,20,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013571,E02261,ACC-0007312,MAIL,2024-07-29 03:13:00,EXTERNAL,github.com,454.8095,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013572,E02261,ACC-0007312,MAIL,2024-01-05 05:20:09,INTERNAL,corp.local,676.358,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013573,E02262,ACC-0007314,AD,2024-08-10 01:32:27,INTERNAL,intranet.local,364.1673,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013574,E02262,ACC-0007314,AD,2024-07-03 21:56:52,INTERNAL,intranet.local,250.4254,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013575,E02262,ACC-0007314,AD,2024-07-20 00:08:06,INTERNAL,intranet.local,595.1766,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013576,E02262,ACC-0007314,AD,2024-07-18 01:23:28,INTERNAL,corp.local,431.0723,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013577,E02262,ACC-0007315,MAIL,2024-08-15 23:19:32,EXTERNAL,dropbox.com,822.0851,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013578,E02262,ACC-0007315,MAIL,2024-05-07 02:45:36,EXTERNAL,dropbox.com,201.8518,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013579,E02262,ACC-0007316,VPN,2024-12-16 10:28:34,EXTERNAL,telegram.org,291.4573,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013580,E02262,ACC-0007316,VPN,2024-07-01 12:30:49,EXTERNAL,dropbox.com,277.8869,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013581,E02263,ACC-0007318,AD,2024-10-05 06:04:16,EXTERNAL,telegram.org,500.0755,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013582,E02263,ACC-0007318,AD,2024-03-27 19:34:37,EXTERNAL,github.com,688.738,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013583,E02263,ACC-0007319,MAIL,2024-05-28 14:58:09,EXTERNAL,drive.google.com,594.3155,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013584,E02263,ACC-0007320,VPN,2024-09-08 13:47:25,EXTERNAL,github.com,632.377,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013585,E02263,ACC-0007320,VPN,2024-01-09 14:53:39,INTERNAL,intranet.local,473.5016,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013586,E02264,ACC-0007321,AD,2024-01-01 07:59:44,INTERNAL,intranet.local,217.7257,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013587,E02265,ACC-0007323,AD,2024-02-12 04:29:06,EXTERNAL,telegram.org,497.8403,15,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013588,E02265,ACC-0007323,AD,2024-10-30 05:28:24,EXTERNAL,github.com,434.2879,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013589,E02265,ACC-0007323,AD,2024-02-14 01:17:50,INTERNAL,corp.local,618.6922,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013590,E02265,ACC-0007323,AD,2024-01-23 02:32:04,INTERNAL,corp.local,509.7643,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013591,E02265,ACC-0007324,MAIL,2024-06-11 04:38:57,EXTERNAL,github.com,53.0744,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013592,E02266,ACC-0007326,AD,2024-05-07 12:58:45,INTERNAL,intranet.local,654.6396,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013593,E02266,ACC-0007327,MAIL,2024-07-10 08:06:03,EXTERNAL,dropbox.com,429.8251,13,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013594,E02266,ACC-0007327,MAIL,2024-11-20 20:33:21,INTERNAL,intranet.local,382.6814,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013595,E02266,ACC-0007327,MAIL,2024-06-08 10:36:18,EXTERNAL,github.com,200.1231,17,Y,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013596,E02267,ACC-0007330,AD,2024-01-20 23:50:24,INTERNAL,corp.local,9.3426,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013597,E02267,ACC-0007330,AD,2024-08-04 11:04:13,EXTERNAL,github.com,327.4453,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013598,E02267,ACC-0007330,AD,2024-12-29 17:41:30,INTERNAL,intranet.local,437.7264,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013599,E02268,ACC-0007332,AD,2024-02-07 02:45:34,INTERNAL,intranet.local,341.2761,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013600,E02268,ACC-0007332,AD,2024-04-29 17:02:37,EXTERNAL,telegram.org,16.5148,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013601,E02268,ACC-0007333,MAIL,2024-01-08 05:05:40,EXTERNAL,github.com,709.3616,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013602,E02268,ACC-0007334,VPN,2024-08-22 13:45:05,EXTERNAL,dropbox.com,454.3858,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013603,E02269,ACC-0007337,AD,2024-11-28 09:36:09,EXTERNAL,dropbox.com,637.2606,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013604,E02269,ACC-0007337,AD,2024-03-05 07:36:35,EXTERNAL,github.com,5.3177,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013605,E02269,ACC-0007337,AD,2024-12-18 10:18:09,INTERNAL,intranet.local,280.0148,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013606,E02269,ACC-0007338,MAIL,2024-08-28 05:51:10,EXTERNAL,telegram.org,752.8053,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013607,E02269,ACC-0007339,VPN,2024-06-19 03:29:16,INTERNAL,corp.local,147.6124,4,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013608,E02269,ACC-0007339,VPN,2024-01-04 06:53:15,EXTERNAL,drive.google.com,607.7997,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013609,E02270,ACC-0007340,AD,2024-08-15 08:06:02,EXTERNAL,dropbox.com,441.058,1,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013610,E02270,ACC-0007340,AD,2024-04-10 15:50:37,EXTERNAL,telegram.org,542.4322,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013611,E02270,ACC-0007341,MAIL,2024-10-09 10:19:27,EXTERNAL,github.com,289.1789,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013612,E02270,ACC-0007341,MAIL,2024-05-14 12:14:59,INTERNAL,corp.local,445.4133,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013613,E02270,ACC-0007341,MAIL,2024-12-24 23:56:31,EXTERNAL,dropbox.com,285.6435,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013614,E02270,ACC-0007342,VPN,2024-03-24 03:40:14,EXTERNAL,github.com,562.3815,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013615,E02270,ACC-0007342,VPN,2024-10-11 03:02:06,EXTERNAL,drive.google.com,719.1538,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013616,E02271,ACC-0007345,AD,2024-10-31 23:04:30,EXTERNAL,drive.google.com,196.8078,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013617,E02271,ACC-0007345,AD,2024-01-14 23:13:41,EXTERNAL,dropbox.com,332.7068,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013618,E02271,ACC-0007345,AD,2024-02-24 09:54:19,EXTERNAL,telegram.org,489.5839,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013619,E02271,ACC-0007346,MAIL,2024-01-04 01:37:48,INTERNAL,intranet.local,53.8356,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013620,E02271,ACC-0007346,MAIL,2024-04-21 20:25:04,EXTERNAL,dropbox.com,834.3339,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013621,E02271,ACC-0007346,MAIL,2024-12-11 16:16:29,EXTERNAL,dropbox.com,307.1651,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013622,E02271,ACC-0007346,MAIL,2024-09-24 05:51:46,EXTERNAL,telegram.org,586.3411,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013623,E02272,ACC-0007347,AD,2024-02-19 09:16:07,EXTERNAL,github.com,767.1828,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013624,E02272,ACC-0007347,AD,2024-11-21 09:32:35,EXTERNAL,drive.google.com,340.1114,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013625,E02272,ACC-0007348,MAIL,2024-12-14 06:18:16,EXTERNAL,drive.google.com,220.228,16,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013626,E02272,ACC-0007348,MAIL,2024-05-27 15:14:49,INTERNAL,intranet.local,758.4271,18,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013627,E02273,ACC-0007350,AD,2024-02-16 11:39:21,EXTERNAL,dropbox.com,214.931,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013628,E02273,ACC-0007350,AD,2024-09-08 01:26:23,EXTERNAL,github.com,249.6752,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013629,E02273,ACC-0007350,AD,2024-11-17 13:37:52,EXTERNAL,dropbox.com,14.9329,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013630,E02273,ACC-0007351,MAIL,2024-03-07 12:22:47,EXTERNAL,telegram.org,278.514,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013631,E02273,ACC-0007351,MAIL,2024-07-12 19:26:51,EXTERNAL,dropbox.com,49.059,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013632,E02273,ACC-0007351,MAIL,2024-10-12 19:08:47,INTERNAL,corp.local,243.0183,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013633,E02274,ACC-0007353,AD,2024-07-13 00:53:14,INTERNAL,corp.local,410.2869,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013634,E02274,ACC-0007354,MAIL,2024-10-19 21:11:06,EXTERNAL,dropbox.com,134.8255,7,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013635,E02274,ACC-0007354,MAIL,2024-07-08 15:33:11,INTERNAL,corp.local,28.9967,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013636,E02275,ACC-0007355,AD,2024-10-27 05:49:55,EXTERNAL,telegram.org,199.4242,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013637,E02275,ACC-0007355,AD,2024-08-28 12:25:06,EXTERNAL,drive.google.com,826.7443,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013638,E02275,ACC-0007356,MAIL,2024-10-12 00:39:37,INTERNAL,intranet.local,256.7173,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013639,E02275,ACC-0007357,VPN,2024-06-04 11:24:59,EXTERNAL,dropbox.com,293.6799,2,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013640,E02275,ACC-0007357,VPN,2024-02-27 00:17:44,EXTERNAL,dropbox.com,263.5425,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013641,E02275,ACC-0007357,VPN,2024-04-17 02:15:48,EXTERNAL,drive.google.com,722.0773,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013642,E02275,ACC-0007357,VPN,2024-08-25 19:25:43,EXTERNAL,dropbox.com,49.7512,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013643,E02276,ACC-0007359,AD,2024-03-31 00:10:43,INTERNAL,intranet.local,436.9234,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013644,E02276,ACC-0007359,AD,2024-10-10 18:30:34,EXTERNAL,drive.google.com,428.4774,20,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013645,E02276,ACC-0007359,AD,2024-07-01 08:54:27,INTERNAL,corp.local,90.9115,1,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013646,E02276,ACC-0007360,MAIL,2024-10-24 11:12:05,EXTERNAL,drive.google.com,720.0601,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013647,E02276,ACC-0007360,MAIL,2024-03-17 20:00:20,INTERNAL,intranet.local,26.8775,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013648,E02277,ACC-0007361,AD,2024-12-27 05:36:14,INTERNAL,intranet.local,419.5374,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013649,E02277,ACC-0007361,AD,2024-05-17 01:04:21,INTERNAL,intranet.local,811.6481,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013650,E02277,ACC-0007361,AD,2024-04-15 06:26:51,INTERNAL,corp.local,196.4848,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013651,E02277,ACC-0007361,AD,2024-07-11 08:25:10,EXTERNAL,dropbox.com,684.5945,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013652,E02277,ACC-0007362,MAIL,2024-10-04 21:45:40,EXTERNAL,github.com,689.0875,8,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013653,E02277,ACC-0007362,MAIL,2024-12-12 01:28:39,INTERNAL,intranet.local,655.9386,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013654,E02278,ACC-0007364,AD,2024-05-26 06:40:54,INTERNAL,intranet.local,408.8844,3,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013655,E02278,ACC-0007364,AD,2024-10-08 16:32:00,INTERNAL,intranet.local,581.3894,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013656,E02278,ACC-0007364,AD,2024-11-17 02:24:44,EXTERNAL,telegram.org,470.8924,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013657,E02279,ACC-0007366,AD,2024-08-15 19:18:55,EXTERNAL,github.com,578.2834,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013658,E02279,ACC-0007366,AD,2024-10-13 12:55:27,EXTERNAL,telegram.org,179.7403,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013659,E02279,ACC-0007367,MAIL,2024-08-30 19:05:56,EXTERNAL,telegram.org,310.087,15,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013660,E02279,ACC-0007367,MAIL,2024-05-26 08:19:18,EXTERNAL,dropbox.com,22.3522,10,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013661,E02279,ACC-0007367,MAIL,2024-04-03 04:52:05,INTERNAL,corp.local,482.9794,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013662,E02279,ACC-0007367,MAIL,2024-05-26 23:23:22,INTERNAL,intranet.local,49.8414,16,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013663,E02279,ACC-0007368,VPN,2024-04-05 23:00:05,INTERNAL,intranet.local,687.4786,19,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013664,E02279,ACC-0007368,VPN,2024-01-11 08:45:11,EXTERNAL,dropbox.com,452.1458,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013665,E02279,ACC-0007368,VPN,2024-06-21 00:07:02,EXTERNAL,github.com,400.2215,7,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013666,E02280,ACC-0007369,AD,2024-01-13 09:36:00,EXTERNAL,github.com,625.064,14,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013667,E02280,ACC-0007369,AD,2024-04-26 13:15:22,INTERNAL,intranet.local,271.9521,13,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013668,E02280,ACC-0007369,AD,2024-10-06 19:48:47,EXTERNAL,github.com,20.8278,12,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013669,E02280,ACC-0007369,AD,2024-08-19 06:47:11,INTERNAL,intranet.local,395.9738,17,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013670,E02280,ACC-0007370,MAIL,2024-06-22 23:07:07,INTERNAL,corp.local,350.4664,8,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013671,E02280,ACC-0007370,MAIL,2024-04-03 09:37:34,EXTERNAL,drive.google.com,529.4805,11,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013672,E02280,ACC-0007370,MAIL,2024-05-07 22:03:39,EXTERNAL,telegram.org,228.9858,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013673,E02280,ACC-0007370,MAIL,2024-04-22 07:19:00,EXTERNAL,dropbox.com,433.3177,6,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013674,E02281,ACC-0007371,AD,2024-05-01 06:50:38,EXTERNAL,telegram.org,586.4046,13,Y,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013675,E02281,ACC-0007371,AD,2024-03-02 21:30:43,EXTERNAL,telegram.org,406.3228,5,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013676,E02281,ACC-0007371,AD,2024-06-07 17:35:48,EXTERNAL,drive.google.com,37.7581,11,N,N,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013677,E02281,ACC-0007371,AD,2024-10-10 13:11:40,EXTERNAL,telegram.org,795.8779,9,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
NET-0013678,E02281,ACC-0007372,MAIL,2024-05-15 03:46:17,EXTERNAL,telegram.org,840.8352,11,N,Y,network_monitor,2024-12-31 11:00:00,access_batch_001
