src_activity_id,employee_src_id,activity_type_code,activity_type_name,activity_group,activity_status,detected_at,valid_from,valid_to,comment_text,source_system,load_dttm,batch_id
NWA-0004807,E02947,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-24 00:14:24,2024-01-24,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004808,E00007,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-03 07:53:49,2024-12-03,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004809,E00100,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-03 14:42:08,2024-04-03,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004810,E00049,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-12 00:13:25,2024-11-12,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004811,E02674,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-10-06 19:58:28,2024-10-06,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004812,E01501,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-10-27 10:38:59,2024-10-27,2024-11-07,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004813,E01234,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-08-28 15:50:28,2024-08-28,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004814,E00869,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-31 06:56:56,2024-07-31,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004815,E02347,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-05-22 04:01:37,2024-05-22,2024-07-02,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004816,E00001,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-01-18 19:59:23,2024-01-18,2024-02-20,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004817,E00028,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-01-04 10:55:38,2024-01-04,2024-02-18,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004818,E01661,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-02-21 00:42:11,2024-02-21,2024-04-09,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004819,E00324,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-05-09 18:35:17,2024-05-09,2024-06-30,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004820,E01975,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-01-29 02:28:19,2024-01-29,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004821,E00188,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-16 00:03:08,2024-05-16,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004822,E02913,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-02 18:43:06,2024-09-02,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004823,E01820,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-05-02 02:04:25,2024-05-02,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004824,E01101,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-28 18:12:24,2024-04-28,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004825,E00257,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-10-01 15:37:24,2024-10-01,2024-11-24,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004826,E00221,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-03-07 00:07:24,2024-03-07,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004827,E00115,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-17 22:29:30,2024-07-17,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004828,E02392,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-14 00:36:32,2024-05-14,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004829,E01816,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-06 18:39:59,2024-09-06,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004830,E00268,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-05 06:50:36,2024-02-05,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004831,E00053,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-09-05 23:03:05,2024-09-05,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004832,E01299,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-03-21 09:09:00,2024-03-21,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004833,E01728,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-15 02:31:04,2024-05-15,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004834,E00043,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-20 09:42:51,2024-11-20,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004835,E01639,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-07-11 02:31:07,2024-07-11,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004836,E01342,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-04-17 06:00:42,2024-04-17,2024-05-17,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004837,E00058,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-05-03 05:05:37,2024-05-03,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004838,E02190,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-01-12 19:11:51,2024-01-12,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004839,E00101,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-04-11 09:17:06,2024-04-11,2024-05-11,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004840,E00287,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-06-16 04:56:40,2024-06-16,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004841,E01205,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-11 17:29:02,2024-05-11,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004842,E01119,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-11-25 19:22:34,2024-11-25,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004843,E00192,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-06-12 22:42:31,2024-06-12,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004844,E00221,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-26 01:14:31,2024-02-26,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004845,E00792,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-11 12:48:16,2024-08-11,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004846,E01336,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-12 21:49:47,2024-04-12,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004847,E00801,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-21 02:03:48,2024-04-21,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004848,E01142,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-01-24 20:26:38,2024-01-24,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004849,E00286,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-08-12 21:14:53,2024-08-12,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004850,E00138,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-01-07 07:54:16,2024-01-07,2024-01-27,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004851,E02972,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-10 18:15:12,2024-05-10,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004852,E00156,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-10-04 19:43:54,2024-10-04,2024-12-08,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004853,E00745,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-07-08 23:28:48,2024-07-08,2024-08-07,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004854,E00243,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-03-10 00:15:29,2024-03-10,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004855,E00186,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-04-27 22:14:42,2024-04-27,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004856,E00050,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-07-28 00:10:35,2024-07-28,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004857,E00267,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-12-27 12:22:22,2024-12-27,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004858,E01963,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-24 05:30:07,2024-10-24,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004859,E02122,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-08-29 21:17:58,2024-08-29,2024-11-04,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004860,E00996,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-10 17:10:46,2024-12-10,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004861,E01311,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-06-25 11:02:06,2024-06-25,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004862,E00281,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-05-31 11:49:13,2024-05-31,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004863,E00112,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-30 11:36:58,2024-05-30,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004864,E00204,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-04-14 10:27:30,2024-04-14,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004865,E01495,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-18 00:36:15,2024-02-18,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004866,E02469,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-12 18:49:25,2024-05-12,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004867,E01650,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-08-27 11:37:17,2024-08-27,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004868,E01255,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-23 19:24:46,2024-10-23,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004869,E00038,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-07-27 01:59:56,2024-07-27,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004870,E02760,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-07-24 11:57:08,2024-07-24,2024-08-27,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004871,E02503,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-11-14 22:09:13,2024-11-14,2024-12-01,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004872,E00485,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-07-20 10:14:48,2024-07-20,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004873,E00561,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-05-10 17:10:33,2024-05-10,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004874,E01684,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-02-15 16:14:36,2024-02-15,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004875,E00753,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-02-12 14:07:45,2024-02-12,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004876,E00112,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-09-26 09:04:03,2024-09-26,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004877,E00060,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-11-02 10:58:47,2024-11-02,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004878,E00211,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-01-26 08:38:59,2024-01-26,2024-03-11,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004879,E02548,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-14 06:59:52,2024-12-14,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004880,E00036,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-17 08:55:22,2024-08-17,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004881,E02504,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-04 17:46:41,2024-04-04,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004882,E00002,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-25 10:15:55,2024-09-25,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004883,E02830,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-11-19 12:06:50,2024-11-19,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004884,E00980,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-04 07:50:45,2024-06-04,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004885,E00225,EXT_JOB,Внешняя занятость,EMPLOYMENT,CLOSED,2024-09-05 11:33:44,2024-09-05,2024-11-06,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004886,E00150,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-08 21:54:39,2024-09-08,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004887,E02655,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-09-19 08:59:57,2024-09-19,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004888,E01209,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-06-28 02:45:25,2024-06-28,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004889,E00176,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-03-17 21:47:59,2024-03-17,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004890,E00049,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-09-26 18:19:06,2024-09-26,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004891,E00416,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-12-24 20:19:39,2024-12-24,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004892,E01389,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-02-10 22:02:58,2024-02-10,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004893,E02084,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-03-31 03:10:32,2024-03-31,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004894,E01926,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-01-18 03:42:27,2024-01-18,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004895,E00982,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-06-29 00:25:24,2024-06-29,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004896,E00055,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-02-08 12:36:43,2024-02-08,2024-03-07,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004897,E02666,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-22 00:49:18,2024-10-22,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004898,E01700,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-01-27 06:37:24,2024-01-27,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004899,E00753,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,CLOSED,2024-07-16 09:15:59,2024-07-16,2024-08-18,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004900,E00097,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-19 03:41:07,2024-11-19,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004901,E00010,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-12 05:48:23,2024-10-12,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004902,E01917,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-11-19 12:39:08,2024-11-19,2025-01-09,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004903,E02916,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-01-28 00:01:26,2024-01-28,2024-03-18,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004904,E00252,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-05-24 19:39:26,2024-05-24,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004905,E00112,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-05-28 04:13:30,2024-05-28,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004906,E02833,GAMBLING,Азартные игры,BEHAVIOR,CLOSED,2024-09-21 13:14:01,2024-09-21,2024-11-24,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004907,E00185,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-25 20:15:27,2024-12-25,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004908,E01789,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-10-22 09:10:17,2024-10-22,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004909,E02082,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,CLOSED,2024-04-22 05:25:17,2024-04-22,2024-06-17,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004910,E00054,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-04-16 23:42:47,2024-04-16,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004911,E01870,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-08-11 12:34:30,2024-08-11,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004912,E00488,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-01-22 16:02:48,2024-01-22,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004913,E02389,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-31 21:53:11,2024-10-31,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004914,E00281,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-11-09 04:06:27,2024-11-09,,Признак учтён в риск-профиле сотрудника,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004915,E00403,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-12-15 17:36:09,2024-12-15,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004916,E01120,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-29 11:22:54,2024-08-29,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004917,E01598,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-09-26 13:33:44,2024-09-26,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004918,E00064,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-05-31 06:24:40,2024-05-31,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004919,E02276,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-12-12 00:32:43,2024-12-12,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004920,E01717,DEBT_LOAD,Повышенная долговая нагрузка,FINANCIAL,ACTIVE,2024-10-07 05:59:02,2024-10-07,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004921,E00943,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-08-12 02:33:22,2024-08-12,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004922,E02001,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-04-29 03:21:39,2024-04-29,,Сигнал выявлен автоматическим мониторингом,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004923,E00040,EXT_JOB,Внешняя занятость,EMPLOYMENT,ACTIVE,2024-11-13 13:12:14,2024-11-13,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004924,E00222,GAMBLING,Азартные игры,BEHAVIOR,ACTIVE,2024-10-15 01:08:45,2024-10-15,,Требуется дополнительная проверка,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
NWA-0004925,E01676,EXT_AFFILIATION,Внешняя аффилированность,AFFILIATION,ACTIVE,2024-01-15 02:33:07,2024-01-15,,Сигнал подтверждён службой контроля,hr_risk_monitor,2024-12-31 09:00:00,risk_batch_001
