src_absence_event_id,employee_src_id,absence_type_code,absence_type_name,absence_reason_group,start_date,end_date,duration_days,approved_flag,source_system,load_dttm,batch_id
ABS-0003105,E02204,DAY_OFF,Отгул,WORKLOAD,2024-05-23,2024-06-04,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003106,E02205,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-25,2024-06-01,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003107,E02205,SICK_LEAVE,Больничный,HEALTH,2024-08-07,2024-08-20,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003108,E02205,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-06,2024-03-08,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003109,E02208,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-08,2024-04-16,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003110,E02208,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-06,2024-11-14,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003111,E02209,SICK_LEAVE,Больничный,HEALTH,2024-09-18,2024-09-22,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003112,E02209,SICK_LEAVE,Больничный,HEALTH,2024-05-01,2024-05-04,4,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003113,E02209,VACATION,Ежегодный отпуск,PLANNED,2024-09-23,2024-10-01,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003114,E02212,VACATION,Ежегодный отпуск,PLANNED,2024-02-25,2024-03-02,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003115,E02212,SICK_LEAVE,Больничный,HEALTH,2024-04-11,2024-04-11,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003116,E02213,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-13,2024-03-18,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003117,E02213,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-05,2024-01-08,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003118,E02213,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-13,2024-11-19,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003119,E02213,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-07,2024-01-13,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003120,E02214,SICK_LEAVE,Больничный,HEALTH,2024-04-02,2024-04-05,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003121,E02214,SICK_LEAVE,Больничный,HEALTH,2024-04-03,2024-04-08,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003122,E02214,VACATION,Ежегодный отпуск,PLANNED,2024-01-18,2024-01-26,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003123,E02216,VACATION,Ежегодный отпуск,PLANNED,2024-02-08,2024-02-19,12,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003124,E02216,DAY_OFF,Отгул,WORKLOAD,2024-08-06,2024-08-08,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003125,E02218,DAY_OFF,Отгул,WORKLOAD,2024-10-15,2024-10-15,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003126,E02219,DAY_OFF,Отгул,WORKLOAD,2024-09-13,2024-09-18,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003127,E02220,DAY_OFF,Отгул,WORKLOAD,2024-10-09,2024-10-20,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003128,E02220,DAY_OFF,Отгул,WORKLOAD,2024-05-04,2024-05-11,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003129,E02220,DAY_OFF,Отгул,WORKLOAD,2024-03-22,2024-03-28,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003130,E02223,DAY_OFF,Отгул,WORKLOAD,2024-08-16,2024-08-18,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003131,E02223,VACATION,Ежегодный отпуск,PLANNED,2024-08-19,2024-08-30,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003132,E02224,DAY_OFF,Отгул,WORKLOAD,2024-09-16,2024-09-16,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003133,E02224,VACATION,Ежегодный отпуск,PLANNED,2024-04-19,2024-05-01,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003134,E02224,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-13,2024-10-19,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003135,E02225,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-08-30,2024-09-09,11,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003136,E02225,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-10,2024-09-21,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003137,E02226,DAY_OFF,Отгул,WORKLOAD,2024-04-07,2024-04-20,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003138,E02226,SICK_LEAVE,Больничный,HEALTH,2024-03-16,2024-03-29,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003139,E02226,DAY_OFF,Отгул,WORKLOAD,2024-04-26,2024-05-09,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003140,E02227,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-15,2024-10-19,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003141,E02227,DAY_OFF,Отгул,WORKLOAD,2024-06-15,2024-06-21,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003142,E02227,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-19,2024-09-20,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003143,E02229,VACATION,Ежегодный отпуск,PLANNED,2024-05-28,2024-06-06,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003144,E02229,DAY_OFF,Отгул,WORKLOAD,2024-02-04,2024-02-05,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003145,E02230,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-06,2024-02-10,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003146,E02230,VACATION,Ежегодный отпуск,PLANNED,2024-08-20,2024-08-28,9,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003147,E02231,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-01,2024-07-14,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003148,E02231,DAY_OFF,Отгул,WORKLOAD,2024-09-28,2024-09-29,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003149,E02233,VACATION,Ежегодный отпуск,PLANNED,2024-04-03,2024-04-21,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003150,E02233,DAY_OFF,Отгул,WORKLOAD,2024-05-04,2024-05-05,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003151,E02234,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-18,2024-03-28,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003152,E02238,SICK_LEAVE,Больничный,HEALTH,2024-11-03,2024-11-11,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003153,E02238,VACATION,Ежегодный отпуск,PLANNED,2024-06-10,2024-06-23,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003154,E02239,DAY_OFF,Отгул,WORKLOAD,2024-02-08,2024-02-09,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003155,E02240,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-11,2024-03-23,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003156,E02243,SICK_LEAVE,Больничный,HEALTH,2024-05-21,2024-06-03,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003157,E02243,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-01,2024-02-05,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003158,E02243,DAY_OFF,Отгул,WORKLOAD,2024-02-21,2024-02-24,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003159,E02244,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-18,2024-10-01,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003160,E02245,DAY_OFF,Отгул,WORKLOAD,2024-10-16,2024-10-28,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003161,E02246,VACATION,Ежегодный отпуск,PLANNED,2024-02-21,2024-03-03,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003162,E02246,VACATION,Ежегодный отпуск,PLANNED,2024-04-10,2024-04-26,17,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003163,E02246,DAY_OFF,Отгул,WORKLOAD,2024-04-25,2024-05-05,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003164,E02246,VACATION,Ежегодный отпуск,PLANNED,2024-03-20,2024-04-09,21,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003165,E02247,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-09,2024-09-18,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003166,E02247,DAY_OFF,Отгул,WORKLOAD,2024-11-13,2024-11-18,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003167,E02247,DAY_OFF,Отгул,WORKLOAD,2024-09-21,2024-10-03,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003168,E02247,SICK_LEAVE,Больничный,HEALTH,2024-03-23,2024-03-26,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003169,E02248,DAY_OFF,Отгул,WORKLOAD,2024-11-20,2024-12-02,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003170,E02248,VACATION,Ежегодный отпуск,PLANNED,2024-06-24,2024-07-04,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003171,E02249,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-20,2024-06-22,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003172,E02249,SICK_LEAVE,Больничный,HEALTH,2024-08-29,2024-09-02,5,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003173,E02249,SICK_LEAVE,Больничный,HEALTH,2024-05-08,2024-05-08,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003174,E02249,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-16,2024-09-27,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003175,E02251,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-04,2024-04-04,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003176,E02251,DAY_OFF,Отгул,WORKLOAD,2024-09-15,2024-09-15,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003177,E02252,DAY_OFF,Отгул,WORKLOAD,2024-06-30,2024-07-07,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003178,E02252,VACATION,Ежегодный отпуск,PLANNED,2024-04-05,2024-04-22,18,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003179,E02252,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-05-06,2024-05-06,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003180,E02253,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-05,2024-02-13,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003181,E02254,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-07-07,2024-07-10,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003182,E02254,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-07-05,2024-07-13,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003183,E02256,DAY_OFF,Отгул,WORKLOAD,2024-02-03,2024-02-11,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003184,E02257,SICK_LEAVE,Больничный,HEALTH,2024-04-12,2024-04-18,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003185,E02258,DAY_OFF,Отгул,WORKLOAD,2024-10-10,2024-10-18,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003186,E02258,SICK_LEAVE,Больничный,HEALTH,2024-09-11,2024-09-15,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003187,E02259,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-07,2024-02-11,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003188,E02262,DAY_OFF,Отгул,WORKLOAD,2024-08-01,2024-08-04,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003189,E02263,SICK_LEAVE,Больничный,HEALTH,2024-11-11,2024-11-23,13,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003190,E02263,SICK_LEAVE,Больничный,HEALTH,2024-10-03,2024-10-13,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003191,E02265,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-18,2024-01-28,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003192,E02265,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-02,2024-11-12,11,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003193,E02265,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-21,2024-01-29,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003194,E02266,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-23,2024-04-03,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003195,E02266,VACATION,Ежегодный отпуск,PLANNED,2024-01-06,2024-01-16,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003196,E02266,VACATION,Ежегодный отпуск,PLANNED,2024-04-14,2024-04-23,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003197,E02266,DAY_OFF,Отгул,WORKLOAD,2024-09-22,2024-09-24,3,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003198,E02267,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-24,2024-10-04,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003199,E02267,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-30,2024-07-03,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003200,E02267,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-03,2024-11-04,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003201,E02268,VACATION,Ежегодный отпуск,PLANNED,2024-05-02,2024-05-11,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003202,E02269,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-24,2024-04-27,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003203,E02269,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-27,2024-05-07,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003204,E02269,VACATION,Ежегодный отпуск,PLANNED,2024-09-03,2024-09-14,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003205,E02269,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-04-06,2024-04-18,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003206,E02271,DAY_OFF,Отгул,WORKLOAD,2024-09-15,2024-09-24,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003207,E02272,DAY_OFF,Отгул,WORKLOAD,2024-08-21,2024-09-03,14,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003208,E02272,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-30,2024-11-30,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003209,E02272,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-06-14,2024-06-20,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003210,E02272,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-21,2024-09-26,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003211,E02273,VACATION,Ежегодный отпуск,PLANNED,2024-08-26,2024-09-01,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003212,E02273,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-16,2024-09-20,5,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003213,E02273,SICK_LEAVE,Больничный,HEALTH,2024-05-07,2024-05-15,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003214,E02274,DAY_OFF,Отгул,WORKLOAD,2024-02-26,2024-03-07,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003215,E02277,DAY_OFF,Отгул,WORKLOAD,2024-01-13,2024-01-26,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003216,E02278,DAY_OFF,Отгул,WORKLOAD,2024-04-13,2024-04-22,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003217,E02279,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-01-29,2024-01-30,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003218,E02280,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-20,2024-10-22,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003219,E02280,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-23,2024-03-07,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003220,E02282,DAY_OFF,Отгул,WORKLOAD,2024-03-07,2024-03-18,12,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003221,E02282,SICK_LEAVE,Больничный,HEALTH,2024-06-08,2024-06-13,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003222,E02282,SICK_LEAVE,Больничный,HEALTH,2024-08-04,2024-08-17,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003223,E02283,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-06-05,2024-06-05,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003224,E02283,DAY_OFF,Отгул,WORKLOAD,2024-07-02,2024-07-12,11,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003225,E02286,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-04-19,2024-04-25,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003226,E02287,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-05-27,2024-06-02,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003227,E02287,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-10-06,2024-10-11,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003228,E02287,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-01-31,2024-02-13,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003229,E02288,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-03-19,2024-03-24,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003230,E02289,SICK_LEAVE,Больничный,HEALTH,2024-12-05,2024-12-05,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003231,E02291,SICK_LEAVE,Больничный,HEALTH,2024-03-23,2024-03-30,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003232,E02292,SICK_LEAVE,Больничный,HEALTH,2024-02-24,2024-02-27,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003233,E02292,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-17,2024-03-28,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003234,E02293,VACATION,Ежегодный отпуск,PLANNED,2024-03-27,2024-04-14,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003235,E02293,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-11-19,2024-11-30,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003236,E02294,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-25,2024-11-27,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003237,E02294,VACATION,Ежегодный отпуск,PLANNED,2024-01-23,2024-02-01,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003238,E02294,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-10-05,2024-10-17,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003239,E02295,SICK_LEAVE,Больничный,HEALTH,2024-04-22,2024-05-03,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003240,E02296,VACATION,Ежегодный отпуск,PLANNED,2024-06-15,2024-06-21,7,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003241,E02296,SICK_LEAVE,Больничный,HEALTH,2024-02-21,2024-02-22,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003242,E02298,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-06,2024-08-07,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003243,E02298,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-11-01,2024-11-03,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003244,E02298,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-03-18,2024-03-30,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003245,E02298,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-15,2024-09-16,2,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003246,E02299,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-08-11,2024-08-22,12,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003247,E02300,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-02,2024-02-04,3,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003248,E02301,SICK_LEAVE,Больничный,HEALTH,2024-02-12,2024-02-22,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003249,E02303,SICK_LEAVE,Больничный,HEALTH,2024-11-23,2024-12-03,11,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003250,E02304,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-15,2024-02-28,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003251,E02304,DAY_OFF,Отгул,WORKLOAD,2024-03-05,2024-03-05,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003252,E02304,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-09-24,2024-09-27,4,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003253,E02304,SICK_LEAVE,Больничный,HEALTH,2024-03-06,2024-03-06,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003254,E02306,VACATION,Ежегодный отпуск,PLANNED,2024-11-08,2024-11-23,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003255,E02307,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-12-01,2024-12-02,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003256,E02307,VACATION,Ежегодный отпуск,PLANNED,2024-06-02,2024-06-21,20,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003257,E02308,VACATION,Ежегодный отпуск,PLANNED,2024-05-16,2024-05-31,16,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003258,E02308,SICK_LEAVE,Больничный,HEALTH,2024-08-12,2024-08-25,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003259,E02308,DAY_OFF,Отгул,WORKLOAD,2024-06-29,2024-06-29,1,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003260,E02309,SICK_LEAVE,Больничный,HEALTH,2024-05-23,2024-05-24,2,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003261,E02310,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-14,2024-02-19,6,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003262,E02310,VACATION,Ежегодный отпуск,PLANNED,2024-07-13,2024-07-31,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003263,E02310,VACATION,Ежегодный отпуск,PLANNED,2024-08-19,2024-08-27,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003264,E02312,VACATION,Ежегодный отпуск,PLANNED,2024-07-28,2024-08-15,19,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003265,E02312,VACATION,Ежегодный отпуск,PLANNED,2024-06-22,2024-07-12,21,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003266,E02312,UNPAID_LEAVE,Отпуск без содержания,PERSONAL,2024-02-01,2024-02-01,1,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003267,E02315,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-09-20,2024-10-02,13,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003268,E02315,DAY_OFF,Отгул,WORKLOAD,2024-01-25,2024-02-02,9,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003269,E02316,VACATION,Ежегодный отпуск,PLANNED,2024-12-05,2024-12-12,8,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003270,E02317,DAY_OFF,Отгул,WORKLOAD,2024-10-04,2024-10-13,10,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003271,E02318,TRAINING_LEAVE,Учебный отпуск,DEVELOPMENT,2024-02-25,2024-02-29,5,N,hr_absence,2024-12-31 10:00:00,hr_batch_001
ABS-0003272,E02318,DAY_OFF,Отгул,WORKLOAD,2024-10-02,2024-10-15,14,Y,hr_absence,2024-12-31 10:00:00,hr_batch_001
